,Opening Time,Valve Coef (dimensionless)
,MIN,n/a
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,5.538,132683
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,6,138927
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,0,0
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,4.614,2537
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,4.845,7805
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,5.307,26537
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,5.768,45268
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,6.23,62439
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,6.692,80000
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,7.153,95610
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,7.615,110049
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,8.077,122537
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,8.538,132683
GATE_NPS30_PS_CSHNG_9MIN_95_05_OPEN,9,138927
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,0,0
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,6.49,3512
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,6.78,9366
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,7.36,28097
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,7.94,45268
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,8.52,61658
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,9.1,76488
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,9.68,92097
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,10.26,105366
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,10.84,117080
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,11.42,126497
GATE_NPS36_PS_CSHNG_12MIN_95_05_OPEN,12,131903
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,0,0
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,0.58,14634
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,1.16,43902
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,1.74,70732
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,2.32,96341
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,2.9,119512
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,3.48,143902
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,4.06,164634
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,4.64,182937
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,5.22,197651
GATE_NPS36_PS_CSHNG_5.8MIN_OPEN,5.8,206098
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,0,0
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,0.49,3512
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,0.78,9366
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,1.36,28097
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,1.94,45268
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,2.52,61658
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,3.1,76488
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,3.68,92097
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,4.26,105366
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,4.84,117080
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,5.42,126497
GATE_NPS36_PS_CSHNG_6MIN_95_05_OPEN,6,131903
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,0,0
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,3.49,3512
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,3.78,9366
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,4.36,28097
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,4.94,45268
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,5.52,61658
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,6.1,76488
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,6.68,92097
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,7.26,105366
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,7.84,117080
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,8.42,126497
GATE_NPS36_PS_CSHNG_9MIN_95_05_OPEN,9,131903
OPEN_BALL_36,0,0
OPEN_BALL_36,0.11,500
OPEN_BALL_36,0.22,1450
OPEN_BALL_36,0.33,3800
OPEN_BALL_36,0.44,6200
OPEN_BALL_36,0.56,11000
OPEN_BALL_36,0.67,18000
OPEN_BALL_36,0.78,33000
OPEN_BALL_36,0.89,65000
OPEN_BALL_36,1,271300
